codepoints	group	counted	cluster_width	code_point_sum	note
1F6A3+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man rowing boat: medium-light skin tone
1F6A3+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man rowing boat: medium-light skin tone
1F6A3+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man rowing boat: medium skin tone
1F6A3+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man rowing boat: medium skin tone
1F6A3+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man rowing boat: medium-dark skin tone
1F6A3+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man rowing boat: medium-dark skin tone
1F6A3+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man rowing boat: dark skin tone
1F6A3+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man rowing boat: dark skin tone
1F6A3+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman rowing boat
1F6A3+200D+2640	emoji-minimally-qualified	2	2	4	woman rowing boat
1F6A3+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman rowing boat: light skin tone
1F6A3+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman rowing boat: light skin tone
1F6A3+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman rowing boat: medium-light skin tone
1F6A3+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman rowing boat: medium-light skin tone
1F6A3+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman rowing boat: medium skin tone
1F6A3+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman rowing boat: medium skin tone
1F6A3+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman rowing boat: medium-dark skin tone
1F6A3+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman rowing boat: medium-dark skin tone
1F6A3+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman rowing boat: dark skin tone
1F6A3+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman rowing boat: dark skin tone
1F3CA	emoji-fully-qualified	2	2	2	person swimming
1F3CA+1F3FB	emoji-fully-qualified	2	2	4	person swimming: light skin tone
1F3CA+1F3FC	emoji-fully-qualified	2	2	4	person swimming: medium-light skin tone
1F3CA+1F3FD	emoji-fully-qualified	2	2	4	person swimming: medium skin tone
1F3CA+1F3FE	emoji-fully-qualified	2	2	4	person swimming: medium-dark skin tone
1F3CA+1F3FF	emoji-fully-qualified	2	2	4	person swimming: dark skin tone
1F3CA+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man swimming
1F3CA+200D+2642	emoji-minimally-qualified	2	2	4	man swimming
1F3CA+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man swimming: light skin tone
1F3CA+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man swimming: light skin tone
1F3CA+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man swimming: medium-light skin tone
1F3CA+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man swimming: medium-light skin tone
1F3CA+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man swimming: medium skin tone
1F3CA+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man swimming: medium skin tone
1F3CA+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man swimming: medium-dark skin tone
1F3CA+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man swimming: medium-dark skin tone
1F3CA+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man swimming: dark skin tone
1F3CA+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man swimming: dark skin tone
1F3CA+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman swimming
1F3CA+200D+2640	emoji-minimally-qualified	2	2	4	woman swimming
1F3CA+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman swimming: light skin tone
1F3CA+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman swimming: light skin tone
1F3CA+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman swimming: medium-light skin tone
1F3CA+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman swimming: medium-light skin tone
1F3CA+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman swimming: medium skin tone
1F3CA+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman swimming: medium skin tone
1F3CA+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman swimming: medium-dark skin tone
1F3CA+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman swimming: medium-dark skin tone
1F3CA+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman swimming: dark skin tone
1F3CA+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman swimming: dark skin tone
26F9+FE0F	emoji-fully-qualified	2	2	1	person bouncing ball
26F9	emoji-unqualified	2	1	1	person bouncing ball
26F9+1F3FB	emoji-fully-qualified	2	1	3	person bouncing ball: light skin tone
26F9+1F3FC	emoji-fully-qualified	2	1	3	person bouncing ball: medium-light skin tone
26F9+1F3FD	emoji-fully-qualified	2	1	3	person bouncing ball: medium skin tone
26F9+1F3FE	emoji-fully-qualified	2	1	3	person bouncing ball: medium-dark skin tone
26F9+1F3FF	emoji-fully-qualified	2	1	3	person bouncing ball: dark skin tone
26F9+FE0F+200D+2642+FE0F	emoji-fully-qualified	2	2	3	man bouncing ball
26F9+200D+2642+FE0F	emoji-unqualified	2	2	3	man bouncing ball
26F9+FE0F+200D+2642	emoji-minimally-qualified	2	2	3	man bouncing ball
26F9+200D+2642	emoji-unqualified	2	1	3	man bouncing ball
26F9+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man bouncing ball: light skin tone
26F9+1F3FB+200D+2642	emoji-minimally-qualified	2	1	5	man bouncing ball: light skin tone
26F9+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man bouncing ball: medium-light skin tone
26F9+1F3FC+200D+2642	emoji-minimally-qualified	2	1	5	man bouncing ball: medium-light skin tone
26F9+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man bouncing ball: medium skin tone
26F9+1F3FD+200D+2642	emoji-minimally-qualified	2	1	5	man bouncing ball: medium skin tone
26F9+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man bouncing ball: medium-dark skin tone
26F9+1F3FE+200D+2642	emoji-minimally-qualified	2	1	5	man bouncing ball: medium-dark skin tone
26F9+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man bouncing ball: dark skin tone
26F9+1F3FF+200D+2642	emoji-minimally-qualified	2	1	5	man bouncing ball: dark skin tone
26F9+FE0F+200D+2640+FE0F	emoji-fully-qualified	2	2	3	woman bouncing ball
26F9+200D+2640+FE0F	emoji-unqualified	2	2	3	woman bouncing ball
26F9+FE0F+200D+2640	emoji-minimally-qualified	2	2	3	woman bouncing ball
26F9+200D+2640	emoji-unqualified	2	1	3	woman bouncing ball
26F9+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman bouncing ball: light skin tone
26F9+1F3FB+200D+2640	emoji-minimally-qualified	2	1	5	woman bouncing ball: light skin tone
26F9+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman bouncing ball: medium-light skin tone
26F9+1F3FC+200D+2640	emoji-minimally-qualified	2	1	5	woman bouncing ball: medium-light skin tone
26F9+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman bouncing ball: medium skin tone
26F9+1F3FD+200D+2640	emoji-minimally-qualified	2	1	5	woman bouncing ball: medium skin tone
26F9+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman bouncing ball: medium-dark skin tone
26F9+1F3FE+200D+2640	emoji-minimally-qualified	2	1	5	woman bouncing ball: medium-dark skin tone
26F9+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman bouncing ball: dark skin tone
26F9+1F3FF+200D+2640	emoji-minimally-qualified	2	1	5	woman bouncing ball: dark skin tone
1F3CB+FE0F	emoji-fully-qualified	2	2	1	person lifting weights
1F3CB	emoji-unqualified	2	1	1	person lifting weights
1F3CB+1F3FB	emoji-fully-qualified	2	1	3	person lifting weights: light skin tone
1F3CB+1F3FC	emoji-fully-qualified	2	1	3	person lifting weights: medium-light skin tone
1F3CB+1F3FD	emoji-fully-qualified	2	1	3	person lifting weights: medium skin tone
1F3CB+1F3FE	emoji-fully-qualified	2	1	3	person lifting weights: medium-dark skin tone
1F3CB+1F3FF	emoji-fully-qualified	2	1	3	person lifting weights: dark skin tone
1F3CB+FE0F+200D+2642+FE0F	emoji-fully-qualified	2	2	3	man lifting weights
1F3CB+200D+2642+FE0F	emoji-unqualified	2	2	3	man lifting weights
1F3CB+FE0F+200D+2642	emoji-minimally-qualified	2	2	3	man lifting weights
1F3CB+200D+2642	emoji-unqualified	2	1	3	man lifting weights
1F3CB+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man lifting weights: light skin tone
1F3CB+1F3FB+200D+2642	emoji-minimally-qualified	2	1	5	man lifting weights: light skin tone
1F3CB+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man lifting weights: medium-light skin tone
1F3CB+1F3FC+200D+2642	emoji-minimally-qualified	2	1	5	man lifting weights: medium-light skin tone
1F3CB+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man lifting weights: medium skin tone
1F3CB+1F3FD+200D+2642	emoji-minimally-qualified	2	1	5	man lifting weights: medium skin tone
1F3CB+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man lifting weights: medium-dark skin tone
1F3CB+1F3FE+200D+2642	emoji-minimally-qualified	2	1	5	man lifting weights: medium-dark skin tone
1F3CB+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	5	man lifting weights: dark skin tone
1F3CB+1F3FF+200D+2642	emoji-minimally-qualified	2	1	5	man lifting weights: dark skin tone
1F3CB+FE0F+200D+2640+FE0F	emoji-fully-qualified	2	2	3	woman lifting weights
1F3CB+200D+2640+FE0F	emoji-unqualified	2	2	3	woman lifting weights
1F3CB+FE0F+200D+2640	emoji-minimally-qualified	2	2	3	woman lifting weights
1F3CB+200D+2640	emoji-unqualified	2	1	3	woman lifting weights
1F3CB+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman lifting weights: light skin tone
1F3CB+1F3FB+200D+2640	emoji-minimally-qualified	2	1	5	woman lifting weights: light skin tone
1F3CB+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman lifting weights: medium-light skin tone
1F3CB+1F3FC+200D+2640	emoji-minimally-qualified	2	1	5	woman lifting weights: medium-light skin tone
1F3CB+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman lifting weights: medium skin tone
1F3CB+1F3FD+200D+2640	emoji-minimally-qualified	2	1	5	woman lifting weights: medium skin tone
1F3CB+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman lifting weights: medium-dark skin tone
1F3CB+1F3FE+200D+2640	emoji-minimally-qualified	2	1	5	woman lifting weights: medium-dark skin tone
1F3CB+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	5	woman lifting weights: dark skin tone
1F3CB+1F3FF+200D+2640	emoji-minimally-qualified	2	1	5	woman lifting weights: dark skin tone
1F6B4	emoji-fully-qualified	2	2	2	person biking
1F6B4+1F3FB	emoji-fully-qualified	2	2	4	person biking: light skin tone
1F6B4+1F3FC	emoji-fully-qualified	2	2	4	person biking: medium-light skin tone
1F6B4+1F3FD	emoji-fully-qualified	2	2	4	person biking: medium skin tone
1F6B4+1F3FE	emoji-fully-qualified	2	2	4	person biking: medium-dark skin tone
1F6B4+1F3FF	emoji-fully-qualified	2	2	4	person biking: dark skin tone
1F6B4+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man biking
1F6B4+200D+2642	emoji-minimally-qualified	2	2	4	man biking
1F6B4+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man biking: light skin tone
1F6B4+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man biking: light skin tone
1F6B4+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man biking: medium-light skin tone
1F6B4+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man biking: medium-light skin tone
1F6B4+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man biking: medium skin tone
1F6B4+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man biking: medium skin tone
1F6B4+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man biking: medium-dark skin tone
1F6B4+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man biking: medium-dark skin tone
1F6B4+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man biking: dark skin tone
1F6B4+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man biking: dark skin tone
1F6B4+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman biking
1F6B4+200D+2640	emoji-minimally-qualified	2	2	4	woman biking
1F6B4+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman biking: light skin tone
1F6B4+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman biking: light skin tone
1F6B4+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman biking: medium-light skin tone
1F6B4+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman biking: medium-light skin tone
1F6B4+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman biking: medium skin tone
1F6B4+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman biking: medium skin tone
1F6B4+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman biking: medium-dark skin tone
1F6B4+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman biking: medium-dark skin tone
1F6B4+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman biking: dark skin tone
1F6B4+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman biking: dark skin tone
1F6B5	emoji-fully-qualified	2	2	2	person mountain biking
1F6B5+1F3FB	emoji-fully-qualified	2	2	4	person mountain biking: light skin tone
1F6B5+1F3FC	emoji-fully-qualified	2	2	4	person mountain biking: medium-light skin tone
1F6B5+1F3FD	emoji-fully-qualified	2	2	4	person mountain biking: medium skin tone
1F6B5+1F3FE	emoji-fully-qualified	2	2	4	person mountain biking: medium-dark skin tone
1F6B5+1F3FF	emoji-fully-qualified	2	2	4	person mountain biking: dark skin tone
1F6B5+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man mountain biking
1F6B5+200D+2642	emoji-minimally-qualified	2	2	4	man mountain biking
1F6B5+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man mountain biking: light skin tone
1F6B5+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man mountain biking: light skin tone
1F6B5+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man mountain biking: medium-light skin tone
1F6B5+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man mountain biking: medium-light skin tone
1F6B5+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man mountain biking: medium skin tone
1F6B5+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man mountain biking: medium skin tone
1F6B5+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man mountain biking: medium-dark skin tone
1F6B5+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man mountain biking: medium-dark skin tone
1F6B5+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man mountain biking: dark skin tone
1F6B5+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man mountain biking: dark skin tone
1F6B5+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman mountain biking
1F6B5+200D+2640	emoji-minimally-qualified	2	2	4	woman mountain biking
1F6B5+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman mountain biking: light skin tone
1F6B5+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman mountain biking: light skin tone
1F6B5+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman mountain biking: medium-light skin tone
1F6B5+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman mountain biking: medium-light skin tone
1F6B5+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman mountain biking: medium skin tone
1F6B5+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman mountain biking: medium skin tone
1F6B5+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman mountain biking: medium-dark skin tone
1F6B5+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman mountain biking: medium-dark skin tone
1F6B5+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman mountain biking: dark skin tone
1F6B5+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman mountain biking: dark skin tone
1F938	emoji-fully-qualified	2	2	2	person cartwheeling
1F938+1F3FB	emoji-fully-qualified	2	2	4	person cartwheeling: light skin tone
1F938+1F3FC	emoji-fully-qualified	2	2	4	person cartwheeling: medium-light skin tone
1F938+1F3FD	emoji-fully-qualified	2	2	4	person cartwheeling: medium skin tone
1F938+1F3FE	emoji-fully-qualified	2	2	4	person cartwheeling: medium-dark skin tone
1F938+1F3FF	emoji-fully-qualified	2	2	4	person cartwheeling: dark skin tone
1F938+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man cartwheeling
1F938+200D+2642	emoji-minimally-qualified	2	2	4	man cartwheeling
1F938+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man cartwheeling: light skin tone
1F938+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man cartwheeling: light skin tone
1F938+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man cartwheeling: medium-light skin tone
1F938+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man cartwheeling: medium-light skin tone
1F938+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man cartwheeling: medium skin tone
1F938+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man cartwheeling: medium skin tone
1F938+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man cartwheeling: medium-dark skin tone
1F938+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man cartwheeling: medium-dark skin tone
1F938+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man cartwheeling: dark skin tone
1F938+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man cartwheeling: dark skin tone
1F938+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman cartwheeling
1F938+200D+2640	emoji-minimally-qualified	2	2	4	woman cartwheeling
1F938+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman cartwheeling: light skin tone
1F938+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman cartwheeling: light skin tone
1F938+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman cartwheeling: medium-light skin tone
1F938+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman cartwheeling: medium-light skin tone
1F938+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman cartwheeling: medium skin tone
1F938+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman cartwheeling: medium skin tone
1F938+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman cartwheeling: medium-dark skin tone
1F938+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman cartwheeling: medium-dark skin tone
1F938+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman cartwheeling: dark skin tone
1F938+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman cartwheeling: dark skin tone
1F93C	emoji-fully-qualified	2	2	2	people wrestling
1F93C+200D+2642+FE0F	emoji-fully-qualified	2	2	4	men wrestling
1F93C+200D+2642	emoji-minimally-qualified	2	2	4	men wrestling
1F93C+200D+2640+FE0F	emoji-fully-qualified	2	2	4	women wrestling
1F93C+200D+2640	emoji-minimally-qualified	2	2	4	women wrestling
1F93D	emoji-fully-qualified	2	2	2	person playing water polo
1F93D+1F3FB	emoji-fully-qualified	2	2	4	person playing water polo: light skin tone
1F93D+1F3FC	emoji-fully-qualified	2	2	4	person playing water polo: medium-light skin tone
1F93D+1F3FD	emoji-fully-qualified	2	2	4	person playing water polo: medium skin tone
1F93D+1F3FE	emoji-fully-qualified	2	2	4	person playing water polo: medium-dark skin tone
1F93D+1F3FF	emoji-fully-qualified	2	2	4	person playing water polo: dark skin tone
1F93D+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man playing water polo
1F93D+200D+2642	emoji-minimally-qualified	2	2	4	man playing water polo
1F93D+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing water polo: light skin tone
1F93D+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man playing water polo: light skin tone
1F93D+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing water polo: medium-light skin tone
1F93D+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man playing water polo: medium-light skin tone
1F93D+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing water polo: medium skin tone
1F93D+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man playing water polo: medium skin tone
1F93D+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing water polo: medium-dark skin tone
1F93D+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man playing water polo: medium-dark skin tone
1F93D+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing water polo: dark skin tone
1F93D+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man playing water polo: dark skin tone
1F93D+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman playing water polo
1F93D+200D+2640	emoji-minimally-qualified	2	2	4	woman playing water polo
1F93D+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing water polo: light skin tone
1F93D+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman playing water polo: light skin tone
1F93D+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing water polo: medium-light skin tone
1F93D+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman playing water polo: medium-light skin tone
1F93D+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing water polo: medium skin tone
1F93D+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman playing water polo: medium skin tone
1F93D+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing water polo: medium-dark skin tone
1F93D+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman playing water polo: medium-dark skin tone
1F93D+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing water polo: dark skin tone
1F93D+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman playing water polo: dark skin tone
1F93E	emoji-fully-qualified	2	2	2	person playing handball
1F93E+1F3FB	emoji-fully-qualified	2	2	4	person playing handball: light skin tone
1F93E+1F3FC	emoji-fully-qualified	2	2	4	person playing handball: medium-light skin tone
1F93E+1F3FD	emoji-fully-qualified	2	2	4	person playing handball: medium skin tone
1F93E+1F3FE	emoji-fully-qualified	2	2	4	person playing handball: medium-dark skin tone
1F93E+1F3FF	emoji-fully-qualified	2	2	4	person playing handball: dark skin tone
1F93E+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man playing handball
1F93E+200D+2642	emoji-minimally-qualified	2	2	4	man playing handball
1F93E+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing handball: light skin tone
1F93E+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man playing handball: light skin tone
1F93E+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing handball: medium-light skin tone
1F93E+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man playing handball: medium-light skin tone
1F93E+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing handball: medium skin tone
1F93E+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man playing handball: medium skin tone
1F93E+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing handball: medium-dark skin tone
1F93E+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man playing handball: medium-dark skin tone
1F93E+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man playing handball: dark skin tone
1F93E+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man playing handball: dark skin tone
1F93E+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman playing handball
1F93E+200D+2640	emoji-minimally-qualified	2	2	4	woman playing handball
1F93E+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing handball: light skin tone
1F93E+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman playing handball: light skin tone
1F93E+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing handball: medium-light skin tone
1F93E+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman playing handball: medium-light skin tone
1F93E+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing handball: medium skin tone
1F93E+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman playing handball: medium skin tone
1F93E+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing handball: medium-dark skin tone
1F93E+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman playing handball: medium-dark skin tone
1F93E+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman playing handball: dark skin tone
1F93E+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman playing handball: dark skin tone
1F939	emoji-fully-qualified	2	2	2	person juggling
1F939+1F3FB	emoji-fully-qualified	2	2	4	person juggling: light skin tone
1F939+1F3FC	emoji-fully-qualified	2	2	4	person juggling: medium-light skin tone
1F939+1F3FD	emoji-fully-qualified	2	2	4	person juggling: medium skin tone
1F939+1F3FE	emoji-fully-qualified	2	2	4	person juggling: medium-dark skin tone
1F939+1F3FF	emoji-fully-qualified	2	2	4	person juggling: dark skin tone
1F939+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man juggling
1F939+200D+2642	emoji-minimally-qualified	2	2	4	man juggling
1F939+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man juggling: light skin tone
1F939+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man juggling: light skin tone
1F939+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man juggling: medium-light skin tone
1F939+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man juggling: medium-light skin tone
1F939+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man juggling: medium skin tone
1F939+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man juggling: medium skin tone
1F939+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man juggling: medium-dark skin tone
1F939+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man juggling: medium-dark skin tone
1F939+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man juggling: dark skin tone
1F939+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man juggling: dark skin tone
1F939+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman juggling
1F939+200D+2640	emoji-minimally-qualified	2	2	4	woman juggling
